"urutan","pertanyaan","jawaban","verdict"
"1","Siapa presiden pada masa orde baru?","presiden soekarno","WA"
"4","Dimana konferensi asia afrika diselenggarakan?","kolombo","WA"
"7","Siapa presiden pertama Indonesia?","orang indonesia asli","WA"
"10","Kapan diponegoro wafat?","1749","WA"
"13","Kapan perjanjian saragosa terjadi?","1534","WA"
"16","Kapan Budi Utomo didirikan?","tahun 1932","WA"
"19","Siapa pendiri Taman Siswa?","NO ANSWER","WA"
"22","Dimana letak kerajaan sriwijaya?","provinsi sumatera","AC"
"25","Kapan taman siswa didirikan?","NO ANSWER","WA"
"28","dimana budi utomo didirikan?","batavia","AC"
"31","dimana taman siswa didirikan?","jakarta chairul","WA"
"34","kapan konferensi asia afrika diselenggarakan?","tanggal 14 agustus 1941","WA"
"37","kapan hayam wuruk wafat?","tahun 1326","WA"
"43","siapa pemimpin kerajaan tidore?","raja putra raja kerabat raja","WA"
"46","kapan belanda datang ke maluku?","tanggal 19 desember 1948","WA"
"49","kapan portugis datang ke maluku?","1521","WA"
"55","kapan perjanjian bongaya ditandatangani?","tanggal 18 nopember 1667","AC"
"61","kapan voc didirikan?","1743","WA"
"64","kapan voc dibubarkan?","1743","WA"
"73","kapan pangeran antasari wafat?","1582","WA"
"79","kapan ekspedisi pertama belanda di bali terjadi?","tahun 1289","WA"
"82","kapan perlawanan di aceh terjadi?","abad","WA"
"85","siapa pendiri budi utomo?","utomo","WA"
"88","kapan sarekat islam didirikan?","1912","WA"
"91","siapa pendiri sarekat islam?","indische partij muhammadiyah","WA"
"94","kapan indische partij didirikan?","tanggal 23 mei 1920","WA"
"97","dimana muhammadiyah didirikan?","indonesia","WA"
"100","kapan muhammadiyah didirikan?","NO ANSWER","WA"
"106","siapa yang membawa ajaran marxis?","sneevliet","AC"
"109","kapan partai partai politik yang dipelopori oleh Sutardjo Kartohadikusumo mengajukan usul atau petisi?","tanggal 15 juli 1936","AC"
"112","kapan sumpah pemuda terjadi?","pemuda 1928","WA"
"115","kapan partai nasional indonesia lahir?","tahun 2014","WA"
"118","kapan sistem tanam paksa diterapkan?","tahun 1850","WA"
"121","kapan sidang kabinet dwikora diadakan?","masa orde","WA"
"124","kapan supersemar dikeluarkan?","tanggal 23 juli 2001 pukul 1.10 wib hari","WA"
"127","siapa pemimpin APRA?","partai masyumi","WA"
"130","siapa pemimpin RMS?","partai masyumi","WA"
"133","kapan gerakan non blok diselenggarakan?","tanggal 1 6 september 1961","AC"
"136","kapan rengasdengklok terjadi?","tanggal 14 agustus 1945","WA"
"139","kapan seinendan didirikan?","tanggal 29 april 1943","AC"
"142","kapan rakyat bali melawan belanda?","bulan januari 1942","WA"
"145","siapa penulis konsep naskah proklamasi?","sukarno","AC"
"151","dimana perjanjian renville dibuat?","lautan","WA"
"154","kapan perjanjian renville dilakukan?","tanggal 19 desember 1948","WA"
"160","kapan pancasila lahir?","uud 1945","WA"
"163","siapa ketua ppki?","mr.ahmad soerbadjo","WA"
"166","kapan nagasaki dibom?","14 agustus 1945","WA"
"169","kapan hiroshima dibom?","tanggal 9 agustus 1945","WA"
"172","kapan reformasi terjadi?","13 mei 1998","AC"
"178","kapan indonesia kembali menjadi anggota pbb?","tanggal 28 september 1966","AC"
